Member ID,Member Gender,Member Age,Member Duration(Month),Averaged Spending Per Transaction,Maximun Spending Per Transaction,Minimun Spending Per Transaction,Averaged Number of Transaction,Averaged Purchasing Discount Rate,Averaged Price in Favorite Shop,Averaged Tax Rate in Favorite Shop,Number of Goods in Favorite Shop,Number of Favorite in  Favorite Shop
7f7a6c9f,1,33,19,1383.333333,2020,1000,0.157894737,0,341.6,0.114350483,25,1746
c4c2f8e2,0,32,58,3570,3570,3570,0.041666667,0,1340,0.10897436,33,2862
6e8ff9c5,1,38,72,2655,2655,2655,0.041666667,0,1242.692308,0.114350441,26,4334
f6c304c3,0,30,71,758.35,896.7,620,0.083333333,0.01,1242.692308,0.114350441,26,4334
3e0a37c8,0,34,18,1440,1600,1280,0.111111111,0,819.9300699,0.113902349,143,3158
5448d028,0,54,24,950,1740,520,0.125,0,1002.307692,0.108974355,13,767
050e31ef,1,50,8,2209.5,4119,300,0.25,0,819.9300699,0.113902349,143,3158
aaa3a5d5,0,44,128,1206.025,2294.1,330,0.166666667,0.170943305,233.5111111,0.108005725,45,298
1a34da64,0,50,147,3234.6,5094,1375.2,0.083333333,0.1,2584.186047,0.113333335,43,147
e6cba2a4,0,39,74,1602.9,2461.5,612,0.208333333,0.0625,1242.692308,0.114350441,26,4334
504ddfcd,0,48,40,4030.5,9300,1962,0.166666667,0.066296296,1242.692308,0.114350441,26,4334
59b18a76,0,50,70,2293.931034,7839,711,1.208333333,0.102839581,1340,0.10897436,33,2862
77b88fc6,0,31,75,2511.4,8142,300,0.208333333,0.010646478,608.1463415,0.113333295,41,1528
d72f0236,0,18,13,400,580,90,0.230769231,0.169491525,819.9300699,0.113902349,143,3158
5782382f,0,44,74,5205.185714,20000,350,0.583333333,0.032571214,1086.551724,0.120247568,58,3205
2414966f,0,31,39,580,580,580,0.041666667,0,1340,0.10897436,33,2862
a622e18e,0,38,33,1842.25,2760,469,0.166666667,0,1086.551724,0.120247568,58,3205
cf3f6e18,0,26,35,2069.75,3679,1090,0.166666667,0.027673576,819.9300699,0.113902349,143,3158
08f45b17,0,36,94,1518.2596,5425.29,12,1.041666667,0.079525813,1340,0.10897436,33,2862
f770cee3,0,27,25,1095,2475,140,0.5,0.068355216,341.6,0.114350483,25,1746
b90d7dad,0,41,24,1745,2930,805,0.125,0.075543224,1242.692308,0.114350441,26,4334
47025fe5,0,33,3,1726.666667,3790,340,1,0.085421433,1086.551724,0.120247568,58,3205
e9a1b79b,0,32,36,2325,2325,2325,0.041666667,0,1242.692308,0.114350441,26,4334
cb3de916,0,36,33,1260.5,4710,270,0.416666667,0,1280.356164,0.114447958,73,562
3ce7b3a0,0,29,4,4190,17710,910,2,0.106011198,796.3636364,0.113332975,55,2347
abe7b073,0,34,31,1225,1225,1225,0.041666667,0.246154273,733.15625,0.119145296,64,407
e0ccb32e,0,41,58,1872.666667,4176,136,0.25,0.06875,1002.307692,0.108974355,13,767
745db7d7,0,39,66,1464.666667,2700,240,0.25,0,1280.356164,0.114447958,73,562
93aa2a88,0,42,15,395,490,300,0.133333333,0.299623557,341.6,0.114350483,25,1746
e42d1dc4,0,24,70,1547.375,3150,245,0.333333333,0,1242.692308,0.114350441,26,4334
17b69379,0,21,51,992.3333333,1827,30,0.125,0.153333333,656.5,0.113333342,20,1047
db03134b,0,28,28,600,600,600,0.041666667,0,829.75,0.113333345,40,3000
b14f4e8e,0,29,34,860,860,860,0.041666667,0.317460317,796.3636364,0.113332975,55,2347
2dee242f,0,40,82,758.1111111,4510,200,0.375,0.01026393,640.0943396,0.116403826,53,1712
6d506c8c,0,38,51,625,625,625,0.041666667,0.073803917,1340,0.10897436,33,2862
d7d470af,0,35,31,3167.291667,9190,320,0.5,0.09628423,1086.551724,0.120247568,58,3205
afbb2ed5,0,45,68,4771.942308,11950,270,1.083333333,0.034999829,1242.692308,0.114350441,26,4334
f32a96f5,0,46,31,3275.828571,8820,790,0.291666667,0.011111111,1086.551724,0.120247568,58,3205
f0d48cbe,0,50,81,1802.331579,11400,58,2.375,0.031707825,819.9300699,0.113902349,143,3158
ba262aeb,0,35,31,1520,1520,1520,0.041666667,0,1340,0.10897436,33,2862
0b78555a,1,48,63,1214.591176,5795,157,1.416666667,0.069788015,733.15625,0.119145296,64,407
e0aa00c8,0,37,64,2332.712632,6000,320,0.791666667,0.018097561,656.5,0.113333342,20,1047
b8cb2cd3,0,36,35,3604.5,4010,3199,0.083333333,0.068436851,1340,0.10897436,33,2862
52e0fe13,0,38,60,1520,1520,1520,0.041666667,0,1340,0.10897436,33,2862
517fc81a,0,54,57,1922.083333,4662,198,0.5,0,341.6,0.114350483,25,1746
ceaaa75d,1,38,67,2470,2505,2435,0.083333333,0.05491889,796.3636364,0.113332975,55,2347
d191221a,0,56,74,3547,7053,1619,0.25,0.023216374,1086.551724,0.120247568,58,3205
3678643e,0,37,81,1400.4375,7100,207,0.666666667,0.067679274,829.75,0.113333345,40,3000
854b4091,0,33,20,1480.783333,3150,75,0.9,0.051120846,796.3636364,0.113332975,55,2347
57849931,0,37,70,390,630,240,0.125,0,829.75,0.113333345,40,3000
d60e0d2d,0,50,58,3680,5160,2200,0.083333333,0,1086.551724,0.120247568,58,3205
d0705c60,0,24,25,435,620,250,0.083333333,0,656.5,0.113333342,20,1047
489a8024,0,38,54,1193.5,2030,548.8,0.166666667,0.014285714,1242.692308,0.114350441,26,4334
4e2774a4,0,46,128,1030,1030,1030,0.041666667,0,1340,0.10897436,33,2862
b4833be0,0,54,34,1478.116129,13904,40,1.291666667,0.106236581,233.5111111,0.108005725,45,298
fab5f9ec,0,42,74,1203.008333,4042.8,118,1,0.051370088,656.5,0.113333342,20,1047
acd247a4,0,49,73,3083.611111,16092,270,0.375,0.099857201,1242.692308,0.114350441,26,4334
b1480233,0,29,6,1697.53,4360,130,0.666666667,0.19921322,1242.692308,0.114350441,26,4334
6b7c160c,0,30,58,463,775,269,0.125,0,608.1463415,0.113333295,41,1528
62502e1c,0,26,3,5586.6,10650,480,1.333333333,0.007272727,1086.551724,0.120247568,58,3205
f7e56e8b,0,35,50,860,1575,255,0.125,0,1340,0.10897436,33,2862
3d0d1d7a,0,55,25,1232.25,2960,228,0.333333333,0.018995204,1002.307692,0.108974355,13,767
5c4b8eed,0,40,78,4496.5,11720,160,0.25,0.069890864,1242.692308,0.114350441,26,4334
2c663127,0,35,1,7883.125,23553,1740,4,0.105230769,1280.356164,0.114447958,73,562
d6a2dfb1,0,53,73,1272.866667,2760,36,0.625,0.055108101,1086.551724,0.120247568,58,3205
1ceaefb8,0,34,74,1678.266667,5000,159,0.625,0.071943335,1340,0.10897436,33,2862
efa2c297,0,34,51,2019.7,2039.4,2000,0.083333333,0.075,829.75,0.113333345,40,3000
343dc299,0,56,87,2316.676471,20000,158,1.416666667,0.016377102,1086.551724,0.120247568,58,3205
11958f08,0,49,129,238,401,75,0.083333333,0.274719101,608.1463415,0.113333295,41,1528
fa5b5419,0,41,1,2055,3320,790,2,0.028409091,819.9300699,0.113902349,143,3158
e09a28de,0,31,87,3365.733333,19125,378,0.625,0.111303547,1086.551724,0.120247568,58,3205
7dabd6ed,0,37,53,868,1352,260,0.166666667,0,608.1463415,0.113333295,41,1528
74dcbd5f,0,32,48,420,420,420,0.041666667,0,640.0943396,0.116403826,53,1712
e24c7839,0,30,35,2000,2000,2000,0.041666667,0,796.3636364,0.113332975,55,2347
4d124fac,0,40,99,917.2,1330,240,0.208333333,0,819.9300699,0.113902349,143,3158
167e59fa,0,35,12,1632.4,5256,199,0.833333333,0.073167625,1242.692308,0.114350441,26,4334
cb30e72a,0,31,31,3690,3690,3690,0.041666667,0,819.9300699,0.113902349,143,3158
c3527fc2,0,60,57,1451.142857,3852,320,0.291666667,0,1340,0.10897436,33,2862
5576e7d8,0,43,107,3754,4980,2528,0.083333333,0,1002.307692,0.108974355,13,767
99b1a8b5,0,32,66,2749.728571,5984,226,0.291666667,0.13396234,796.3636364,0.113332975,55,2347
f0cab961,1,45,86,2150,2150,2150,0.041666667,0,819.9300699,0.113902349,143,3158
10edb4a4,0,33,61,3447.216667,17450,75,0.5,0.146168776,341.6,0.114350483,25,1746
97452c9e,0,42,68,1382.5,2115,650,0.083333333,0,589.8823529,0.116239291,17,603
71836630,1,30,12,2579.166667,8631,515,0.5,0.089622249,608.1463415,0.113333295,41,1528
2f429531,0,23,53,1613.333333,5405,195,0.5,0.006087662,589.8823529,0.116239291,17,603
c40c5829,1,30,34,3203.6875,10890,270,1,0.085135135,1340,0.10897436,33,2862
bb21018c,0,29,12,2339,5170,230,0.5,0.018181818,819.9300699,0.113902349,143,3158
213be147,0,31,57,1471.142857,5375,200,0.291666667,0.093821634,1086.551724,0.120247568,58,3205
1af61b7c,0,56,109,3169.366667,14760,228,0.625,0.03623195,1242.692308,0.114350441,26,4334
1363f906,0,36,150,631,1200,60,0.208333333,0,1086.551724,0.120247568,58,3205
6625577b,0,45,15,1289.571429,4890,229,0.933333333,0.017361111,733.15625,0.119145296,64,407
d328bd0e,0,31,62,656.4285714,1428,269,0.291666667,0,796.3636364,0.113332975,55,2347
7c050710,0,48,35,1036.333333,2699,50,0.125,0.308696154,608.1463415,0.113333295,41,1528
d4f8acf2,1,51,27,3277.333333,4860,2350,0.125,0.031036623,1086.551724,0.120247568,58,3205
ca8160dc,0,34,11,1368.363636,2313,349,1,0.089223491,829.75,0.113333345,40,3000
861b645d,0,30,15,957.25,2052,118,0.266666667,0,796.3636364,0.113332975,55,2347
4.4789E+89,1,40,58,2094.847826,5180,210,0.958333333,0.086150402,1340,0.10897436,33,2862
949e1224,0,40,54,1466.305714,3851.4,290,0.291666667,0.05426501,819.9300699,0.113902349,143,3158
14cf7301,0,43,58,1751.666667,2920,297,0.25,0.055500564,1242.692308,0.114350441,26,4334
99e5df24,0,49,158,210,210,210,0.041666667,0,341.6,0.114350483,25,1746
849788b8,1,31,68,583.5826087,1350,80,0.958333333,0.079088062,589.8823529,0.116239291,17,603
e27480cd,0,33,81,936,1730,280,0.125,0,608.1463415,0.113333295,41,1528
c9190957,0,45,87,1095,1095,1095,0.041666667,0,1340,0.10897436,33,2862
406d5be2,0,28,87,835.4,2502,190,0.208333333,0.086210565,608.1463415,0.113333295,41,1528
ad87a140,0,30,62,547.5,750,345,0.083333333,0,1086.551724,0.120247568,58,3205
8fb06272,0,49,109,1454.9,2716,145,0.833333333,0.038047946,1086.551724,0.120247568,58,3205
3413725e,0,29,2,315,440,190,1,0.225988701,656.5,0.113333342,20,1047
b26742a2,1,36,2,6764,12681,185,2,0.205455982,1242.692308,0.114350441,26,4334
5e22de20,0,54,100,1950.264286,5094,50,0.583333333,0.101504971,656.5,0.113333342,20,1047
ef792033,0,47,23,4921,11725,525,0.347826087,0.022674895,1242.692308,0.114350441,26,4334
0e8eeb26,0,30,73,2056.833333,5250,179,0.25,0,1242.692308,0.114350441,26,4334
8a02575f,0,30,46,1754,4646,280,0.166666667,0,656.5,0.113333342,20,1047
93f8c9d0,1,43,52,1482.666667,2850,415,0.125,0.196320323,589.8823529,0.116239291,17,603
b7c97f16,0,35,24,4343.75,6190,45,0.166666667,0.058309038,819.9300699,0.113902349,143,3158
de82e2ce,0,37,9,5625,19000,740,0.444444444,0,829.75,0.113333345,40,3000
ccac3bac,0,32,23,1670,2750,590,0.086956522,0,733.15625,0.119145296,64,407
40e7d590,0,53,34,1891,2576,900,0.125,0,2953.783784,0.113333334,37,550
0ef23936,0,41,44,3637.704348,23749.2,175,0.958333333,0.010933704,364.0625,0.113333283,16,690
80d6fabf,0,33,64,580.3333333,1060,333,0.25,0,819.9300699,0.113902349,143,3158
01cae426,0,42,69,1879.5,2320,1439,0.083333333,0,589.8823529,0.116239291,17,603
da24892d,0,42,106,420,570,270,0.083333333,0,1340,0.10897436,33,2862
08bb2e70,0,43,80,1868,2470,1290,0.208333333,0,1086.551724,0.120247568,58,3205
255db9ef,0,43,53,2307.863636,8040,350,0.916666667,0.008386646,341.6,0.114350483,25,1746
682794c2,0,64,76,1289.472903,3564,87,1.291666667,0.056224205,1242.692308,0.114350441,26,4334
fee18aec,0,40,54,2179.75,5450,504,0.333333333,0.018818845,2953.783784,0.113333334,37,550
96cabaaa,0,47,23,2663.166667,7785,510,0.260869565,0.03238824,608.1463415,0.113333295,41,1528
b4b25350,0,49,74,2080.117647,9120,120,0.708333333,0.074528736,1242.692308,0.114350441,26,4334
932913a9,0,37,94,1061.848966,3916,166.5,1.208333333,0.041533109,656.5,0.113333342,20,1047
4ec94369,0,48,80,1525.666667,3960,580,0.25,0.055555556,1086.551724,0.120247568,58,3205
9ee1d41b,0,43,73,7206,10512,3900,0.083333333,0,2953.783784,0.113333334,37,550
39fc74a3,0,38,101,995.06,2899.8,104.4,0.208333333,0.073214115,608.1463415,0.113333295,41,1528
071294c1,1,50,110,2285,2285,2285,0.041666667,0,1242.692308,0.114350441,26,4334
eb096d91,0,40,76,2928.333333,4435,2040,0.125,0.020080321,1242.692308,0.114350441,26,4334
2971b828,0,39,107,1651,1942,1360,0.083333333,0,656.5,0.113333342,20,1047
77f0f40e,0,34,65,1767.9,5568,210,0.541666667,0.02138821,1340,0.10897436,33,2862
63a4c3d5,0,40,87,1720,3050,390,0.083333333,0,640.0943396,0.116403826,53,1712
54e3bcdd,0,44,101,1080,1080,1080,0.041666667,0,1086.551724,0.120247568,58,3205
5386f346,0,38,99,1293.777778,2592,140,0.375,0.040658447,1086.551724,0.120247568,58,3205
d97cb268,0,49,24,3606.666667,5840,2300,0.125,0.045720472,1242.692308,0.114350441,26,4334
2ae96640,0,30,56,1062.942857,2016,666,0.291666667,0.086167601,589.8823529,0.116239291,17,603
e1bafa14,0,42,101,2089.875,3870,120,0.333333333,0.044077135,640.0943396,0.116403826,53,1712
380a055d,1,35,104,3070.643636,13291.8,163.66,0.458333333,0.002857143,796.3636364,0.113332975,55,2347
0a945b6f,0,27,50,1013.333333,1410,480,0.125,0,1242.692308,0.114350441,26,4334
ac7f1235,0,44,29,1785.333333,2890,300,0.25,0.107142857,1242.692308,0.114350441,26,4334
29e3ad7d,0,40,75,1267.714286,3200,330,0.583333333,0.057662399,341.6,0.114350483,25,1746
49e6c4a8,0,51,67,860,860,860,0.041666667,0.104166667,819.9300699,0.113902349,143,3158
87cd06c6,0,34,21,1754.803571,4072,180,1.333333333,0.048323409,589.8823529,0.116239291,17,603
0cb4933d,0,36,12,920,1050,790,0.166666667,0,1340,0.10897436,33,2862
68563d4e,0,32,48,2740,2740,2740,0.041666667,0,2584.186047,0.113333335,43,147
a25609a0,0,28,60,1399.166667,2900,680,0.25,0,1242.692308,0.114350441,26,4334
e9f033cd,0,55,147,1455,1455,1455,0.041666667,0,1242.692308,0.114350441,26,4334
06b36d03,0,34,105,6358.25,19260,438,0.5,0.004667311,829.75,0.113333345,40,3000
d2234648,0,29,61,300,300,300,0.041666667,0,341.6,0.114350483,25,1746
5527d455,0,24,49,1736.163636,5330,90,0.458333333,0.078833089,1242.692308,0.114350441,26,4334
f27224eb,0,47,89,2267.75,4325,300,0.166666667,0,819.9300699,0.113902349,143,3158
9ed56a4f,0,45,83,4002,7309,695,0.083333333,0,1242.692308,0.114350441,26,4334
9ea9d2b0,0,44,41,850,850,850,0.041666667,0,1340,0.10897436,33,2862
589b73cc,0,28,50,1656.8,4936,300,0.416666667,0.059526961,1086.551724,0.120247568,58,3205
7cde48db,0,27,49,2884.708333,9886.5,100,0.5,0.079351067,608.1463415,0.113333295,41,1528
3f93b365,0,46,92,607,1280,82,0.25,0.297734861,341.6,0.114350483,25,1746
d7af5f5a,0,43,57,3175.15,9620,426,0.333333333,0.023529412,608.1463415,0.113333295,41,1528
9cbecf4b,0,35,94,2096.666667,4810,570,0.125,0,1280.356164,0.114447958,73,562
fffa7c0b,0,48,80,1006.857143,1520,240,0.291666667,0,1242.692308,0.114350441,26,4334
9178489b,0,44,49,1330.55,5180,300,0.833333333,0.042117358,341.6,0.114350483,25,1746
ac75068e,0,38,30,2600,2600,2600,0.041666667,0,2953.783784,0.113333334,37,550
db6b2282,0,54,110,934,1300,260,0.125,0.143208348,233.5111111,0.108005725,45,298
0cfe3934,0,34,64,1080.130233,4285,140,1.791666667,0.020733675,1086.551724,0.120247568,58,3205
b703796d,0,54,104,330,330,330,0.041666667,0,1340,0.10897436,33,2862
de491eb6,0,58,31,1965,3940,850,0.333333333,0,1086.551724,0.120247568,58,3205
9b5885d7,0,54,52,3510.8,8385,1242,0.416666667,0.010714286,1086.551724,0.120247568,58,3205
42cef2a0,0,34,74,2339.666667,5714,217,0.5,0.052646475,1086.551724,0.120247568,58,3205
a5c062a9,1,43,85,2301.6,5850,540,0.208333333,0.018181818,1242.692308,0.114350441,26,4334
8ff70487,0,26,32,4036.4,12160,870,0.208333333,0,1242.692308,0.114350441,26,4334
96f79d8a,0,33,107,620,920,320,0.083333333,0,829.75,0.113333345,40,3000
cd34e931,1,34,34,2420,4210,630,0.083333333,0,796.3636364,0.113332975,55,2347
a6b1a280,0,53,102,706.5,706.5,706.5,0.041666667,0.201692941,829.75,0.113333345,40,3000
943c4b39,0,38,80,1306.666667,3340,260,0.125,0.083427748,1280.356164,0.114447958,73,562
13b126e8,0,21,22,662,925,310,0.227272727,0.025948287,1242.692308,0.114350441,26,4334
dcfc7450,0,32,50,1868.671429,3223.8,235,0.291666667,0.107443763,640.0943396,0.116403826,53,1712
0049560d,0,51,71,2578.75,5420,980,0.333333333,0.017014303,1086.551724,0.120247568,58,3205
a8e6b8c5,0,45,91,2028.24,3210,890,0.208333333,0.026414665,608.1463415,0.113333295,41,1528
ac7f9299,0,52,151,1100,1130,1070,0.083333333,0,1242.692308,0.114350441,26,4334
c93d5a6a,0,32,53,610.2307692,1598,180,0.541666667,0.034412202,1086.551724,0.120247568,58,3205
061181d2,0,37,79,2138.857143,5143,884,0.291666667,0.033358964,589.8823529,0.116239291,17,603
91b51649,0,47,54,215,215,215,0.041666667,0,608.1463415,0.113333295,41,1528
91f34b22,0,41,77,3238.436364,10624,530,0.458333333,0.009527972,1242.692308,0.114350441,26,4334
e227b188,0,26,26,844,2150,80,0.75,0.061446133,656.5,0.113333342,20,1047
e684f8a2,0,45,116,1116.166667,1680,200,0.25,0.037333333,819.9300699,0.113902349,143,3158
899ac35c,0,37,54,5232.666667,13419,1100,0.125,0.08125,1280.356164,0.114447958,73,562
bf20c781,0,33,23,6714.6,22400,620,0.217391304,0.05496861,364.0625,0.113333283,16,690
29c31133,0,51,105,1885.25,3240,20,0.166666667,0.196665734,1086.551724,0.120247568,58,3205
5ee535f7,0,54,42,4480.908333,19710,288,1,0.050665956,819.9300699,0.113902349,143,3158
ce6b2fe9,0,51,109,2435.333333,5976,420,0.5,0.026778069,1086.551724,0.120247568,58,3205
cd3ad907,0,51,58,2276.235294,10000,422,0.708333333,0.053714217,796.3636364,0.113332975,55,2347
4eea7759,0,45,102,1395,1395,1395,0.041666667,0.1,819.9300699,0.113902349,143,3158
cb91c71c,0,35,69,802.75,1255.5,350,0.083333333,0.066666667,1340,0.10897436,33,2862
971afc4e,0,50,77,3816,7860,1140,0.125,0,829.75,0.113333345,40,3000
49c56189,0,33,68,444,512,330,0.125,0.148235606,819.9300699,0.113902349,143,3158
ea78331c,1,27,24,1543,2699,480,0.125,0,1086.551724,0.120247568,58,3205
51aabda5,0,35,70,2736.692308,8500,548,0.541666667,0.016378622,819.9300699,0.113902349,143,3158
726a28f8,0,39,55,595,880,310,0.083333333,0,829.75,0.113333345,40,3000
8647aa7c,0,47,27,1966.686667,5750,230,0.625,0.03588068,1002.307692,0.108974355,13,767
739bfab2,0,38,127,4510,4510,4510,0.041666667,0,1002.307692,0.108974355,13,767
9a455dd4,0,47,106,3723.666667,5464,1439,0.25,0.013528139,1242.692308,0.114350441,26,4334
70de8afb,0,35,26,508,920,300,0.208333333,0,829.75,0.113333345,40,3000
81fbb224,0,46,54,1915.666667,6011,728,0.25,0.026939655,1086.551724,0.120247568,58,3205
c854e7bc,0,45,62,2814.1,17775,20,0.75,0.077313392,1242.692308,0.114350441,26,4334
b6dc8f59,0,34,97,646.5,928,365,0.083333333,0.088652482,1340,0.10897436,33,2862
c19532da,0,55,39,1573,3978,20,0.625,0.077262109,341.6,0.114350483,25,1746
5a8b1c74,1,45,101,275,275,275,0.041666667,0,1340,0.10897436,33,2862
60375498,0,38,68,414,745,20,0.208333333,0,1340,0.10897436,33,2862
53df6ee2,0,52,41,1892.666667,3582,690,0.25,0.021097046,589.8823529,0.116239291,17,603
e23518ca,0,51,100,1554.875,2493,300,0.333333333,0.076470588,1086.551724,0.120247568,58,3205
031391c7,0,29,11,1979.346154,3830,280,1.181818182,0.034102762,589.8823529,0.116239291,17,603
9958dee7,0,28,33,880.3777778,3578.4,80,0.375,0.084848485,608.1463415,0.113333295,41,1528
670a7955,1,50,5,6511.285714,19800,695,1.4,0,640.0943396,0.116403826,53,1712
37aadde7,0,42,41,2892.142857,10840,910,0.583333333,0.127478797,819.9300699,0.113902349,143,3158
af8fc757,0,25,79,1490.364286,5129.1,20,0.583333333,0.136010316,608.1463415,0.113333295,41,1528
11c9d709,0,46,144,2635.113333,5994,400,0.625,0.029721464,341.6,0.114350483,25,1746
19215df5,0,35,67,1152.888889,2245,78,0.375,0.055276893,608.1463415,0.113333295,41,1528
a5381b5e,0,33,37,1475.733333,3580,320,0.625,0,819.9300699,0.113902349,143,3158
9c41dee3,0,33,1,2984.888889,17175,58,9,0,608.1463415,0.113333295,41,1528
ff578178,0,49,136,1464.647692,5520,260,0.541666667,0.069520441,233.5111111,0.108005725,45,298
c55a9670,0,43,59,2096.090909,4975,420,0.458333333,0,1086.551724,0.120247568,58,3205
06e9fa1c,0,39,104,2139.388889,4360,445,0.75,0.026971763,1340,0.10897436,33,2862
d43cf81a,0,50,54,4204.5,5670,288,0.166666667,0.051020408,819.9300699,0.113902349,143,3158
44c33a62,0,49,88,302.5,390,215,0.083333333,0,608.1463415,0.113333295,41,1528
91281a2c,0,40,45,2608.75,4130,1494,0.166666667,0.139791346,1086.551724,0.120247568,58,3205
e4df75b5,0,38,97,1220,1220,1220,0.041666667,0,819.9300699,0.113902349,143,3158
e27d637e,0,30,30,3004,11403,460,0.75,0.067346743,2953.783784,0.113333334,37,550
289935b2,1,49,24,250,250,250,0.041666667,0,364.0625,0.113333283,16,690
538ad57c,1,43,27,2960,2960,2960,0.041666667,0,796.3636364,0.113332975,55,2347
1e9707ec,1,37,25,1782.25,3140,1060,0.166666667,0,640.0943396,0.116403826,53,1712
b7459d3b,0,24,77,4784.6,18735,570,0.208333333,0.024986792,819.9300699,0.113902349,143,3158
7edc135a,0,50,87,2738.2625,6832,909,0.333333333,0.073460261,1086.551724,0.120247568,58,3205
8f01c734,1,38,35,4643.5,13549,600,0.416666667,0.035154323,2953.783784,0.113333334,37,550
65ea43e5,0,53,83,2967.2,5190,1800,0.208333333,0,796.3636364,0.113332975,55,2347
df092744,0,36,85,1842,4560,420,0.208333333,0.012194667,2953.783784,0.113333334,37,550
ed3e6d53,0,47,37,1488,3556,320,0.125,0,364.0625,0.113333283,16,690
d49b0186,0,26,21,2563.925,7500,360,0.380952381,0.057659187,796.3636364,0.113332975,55,2347
708dcb54,0,35,37,2762.75,10120,28,0.5,0.118816811,1242.692308,0.114350441,26,4334
f926c608,1,41,90,4258.166667,13800,799,0.25,0.02052721,1242.692308,0.114350441,26,4334
ee342b08,0,59,28,3057.636364,8838,150,0.458333333,0.015124404,364.0625,0.113333283,16,690
6cfee5e1,0,51,34,1864.75,4900,330,0.333333333,0.037452326,2953.783784,0.113333334,37,550
6dc1624f,0,49,121,3342,6306,20,0.25,0.08138176,1086.551724,0.120247568,58,3205
da22ab30,0,28,44,290,320,260,0.083333333,0,829.75,0.113333345,40,3000
bf185556,0,28,21,2075,6190,5,0.428571429,0.136823597,1242.692308,0.114350441,26,4334
fcb9d889,0,31,37,1554.333333,1926,1180,0.125,0.0625,1086.551724,0.120247568,58,3205
3d3eb4bf,0,38,21,1065.6,4808,160,0.476190476,0.0041951,829.75,0.113333345,40,3000
bbc549ae,0,26,24,3566,10350,480,0.25,0.035714286,2953.783784,0.113333334,37,550
dcedff7f,0,43,95,3283.2,9468,330,0.291666667,0.143688629,1086.551724,0.120247568,58,3205
c69e8c7b,0,46,105,1251.371429,2682,5,0.291666667,0.178616162,829.75,0.113333345,40,3000
